rec_id,rec_id2,GNAME,SNAME,STREET,ADD1,SUBURB,POST,STATE,DOB,AGE,PHONE,SOCID,label
rec-3505-org,rec-3505-dup-0,0.92,1,0.88,0,1,1,1,1,1,1,0,1
rec-539-org,rec-539-dup-0,0.92,1,0.91,0.9,1,1,1,1,0,1,0,1
rec-3764-org,rec-3764-dup-0,0.92,1,1,0,1,0,0.93,0,0,1,0,1
rec-3775-org,rec-3775-dup-0,0.92,1,1,0.78,1,0,1,1,0,1,0,1
rec-2625-org,rec-2625-dup-1,0.92,1,1,1,1,1,0.88,1,1,0,0,1
rec-346-org,rec-346-dup-0,0.93,0.92,1,1,1,1,1,0,0,0,0,1
rec-2007-org,rec-2007-dup-0,0.93,0.97,0.63,0.97,1,0,1,1,1,1,0,1
rec-89-org,rec-89-dup-0,0.93,1,0.7,1,0.64,0,0,0,0,1,0,1
rec-923-org,rec-923-dup-0,0.93,1,0.82,0.96,1,0,1,1,1,1,0,1
rec-2209-org,rec-2209-dup-2,0.93,1,1,0.67,1,1,1,0,1,1,0,1
rec-3931-org,rec-3931-dup-0,0.93,1,1,0.93,0.79,1,1,1,0,1,0,1
rec-2502-org,rec-2502-dup-0,0.93,1,1,0.98,1,0,0.84,1,1,1,0,1
rec-249-org,rec-249-dup-1,0.93,1,1,0.99,1,0,1,0,0,1,0,1
rec-9455-org,rec-9455-dup-0,0.94,0.91,0.82,1,1,1,1,1,1,0,0,1
rec-1856-org,rec-1856-dup-1,0.94,0.94,1,1,0.92,1,1,1,0,1,0,1
rec-4861-org,rec-4861-dup-0,0.94,1,0.65,0.96,0.92,1,0,0,1,1,0,1
rec-938-org,rec-938-dup-1,0.94,1,0.7,1,1,1,0,1,1,0,0,1
rec-7506-org,rec-7506-dup-0,0.94,1,0.78,1,1,1,0.93,0,0,1,0,1
rec-288-dup-0,rec-2818-dup-0,0.95,0.6,0.65,0.58,0.52,1,0.86,0,0,0,0,0
rec-1562-org,rec-1562-dup-1,0.95,0.89,0.88,1,1,0,1,1,1,1,0,1
rec-1030-org,rec-1030-dup-0,0.95,1,1,0.69,1,0,1,1,1,0,0,1
rec-2872-dup-1,rec-2872-dup-0,0.96,0,0.7,0.65,1,1,1,0,0,0,0,1
rec-1160-org,rec-1160-dup-0,0.96,1,0.82,1,1,0,0,0,1,1,0,1
rec-3906-dup-2,rec-3906-dup-0,1,0.89,0.87,0,0.91,1,0,1,1,1,0,1
rec-1989-dup-2,rec-1989-dup-0,1,0.91,1,0.91,1,0,1,1,0,0,0,1
rec-901-dup-1,rec-901-dup-0,1,0.92,0.82,0.96,0.92,1,0,0,0,1,0,1
rec-3566-dup-1,rec-3566-dup-0,1,0.95,0.73,1,0.92,0,0,1,1,0,0,1
rec-1495-dup-1,rec-1495-dup-0,1,0.97,0.82,0.96,1,0,0.96,0,0,1,0,1
rec-1650-dup-1,rec-1650-dup-0,1,0.97,1,1,0.52,0,1,0,1,1,0,1
rec-2799-dup-1,rec-2799-dup-0,1,1,0.94,0,1,0,0,0,0,1,0,1
rec-691-dup-2,rec-691-dup-1,1,1,1,0.92,1,1,0.88,1,1,0,0,1
rec-2787-dup-1,rec-1415-org,0.57,0.85,0.63,0.73,0.81,1,0.82,0,0,0,0,0
rec-477-dup-0,rec-1878-org,0.59,0,0.72,0.68,0.64,1,0.75,0,0,0,0,0
rec-808-org,rec-1752-dup-1,0.61,0.52,0.61,0,0.79,1,0.75,0,0,0,0,0
rec-394-dup-1,rec-180-dup-0,0.65,0.55,0.6,0.65,0.81,1,0.87,0,0,0,0,0
rec-2990-dup-0,rec-2623-org,0.68,0,0.54,0.56,0.68,0,0.75,0,0,0,0,0
rec-1493-dup-0,rec-1294-org,0.7,0.84,0.63,0.61,0.64,1,0,0,0,0,0,0
rec-359-org,rec-1438-org,0.79,0.59,0.91,0,0,0,0.75,0,0,0,0,0
rec-705-org,rec-705-dup-0,0.8,0.95,1,1,1,1,0,1,0,1,0,1
rec-685-org,rec-685-dup-0,0.8,1,0.6,1,1,1,1,1,1,1,0,1
rec-3077-dup-1,rec-3077-dup-0,0.8,1,0.65,0.96,0.92,1,1,0,1,0,0,1
rec-185-org,rec-185-dup-0,0.8,1,0.7,1,0.95,1,1,1,1,1,0,1
rec-1735-org,rec-1735-dup-2,0.8,1,1,1,1,1,0,1,1,1,0,1
rec-299-org,rec-299-dup-0,0.81,0.93,1,0.99,1,1,0.98,0,0,1,0,1
rec-947-org,rec-947-dup-0,0.83,1,0,1,1,1,0,1,0,0,0,1
rec-5903-org,rec-5903-dup-0,0.83,1,1,1,1,1,1,0,1,1,0,1
rec-3863-org,rec-3863-dup-0,0.84,0.96,1,1,1,0,1,1,1,0,0,1
rec-2447-org,rec-2447-dup-0,0.86,1,0,1,1,1,1,1,0,1,0,1
rec-1308-org,rec-1308-dup-0,0.86,1,0.91,1,1,1,0.96,1,1,0,0,1
rec-1347-org,rec-1347-dup-0,0.86,1,1,1,0.91,1,0.96,1,1,1,0,1
rec-3113-org,rec-3113-dup-0,0.86,1,1,1,1,1,1,1,1,1,0,1
rec-4542-org,rec-4542-dup-0,0.89,1,0,1,0.95,1,0.96,1,1,1,0,1
rec-14920-org,rec-14920-dup-0,0.9,0.88,1,0.9,1,1,0.96,1,1,1,0,1
rec-12773-org,rec-12773-dup-0,0.9,1,0.7,0.97,1,1,0.91,1,1,1,0,1
rec-3480-org,rec-3480-dup-1,0.91,0.77,1,0.9,1,1,0,1,1,1,0,1
rec-55-org,rec-55-dup-0,0.91,0.84,1,0.97,0.83,1,1,0,1,1,0,1
rec-13890-org,rec-13890-dup-0,0.91,0.88,1,0,1,1,1,1,0,1,0,1
rec-3709-org,rec-3709-dup-0,0.91,0.88,1,1,1,1,1,0,1,1,0,1
rec-995-org,rec-995-dup-0,0.91,0.92,1,1,0.92,1,1,1,1,1,0,1
rec-718-dup-2,rec-718-dup-1,0.91,0.93,1,0.92,0.79,1,1,1,1,1,0,1
rec-605-org,rec-605-dup-0,0.91,0.93,1,1,1,1,1,1,1,0,0,1
rec-3517-dup-1,rec-3517-dup-0,0.91,0.97,1,1,0.81,1,1,1,0,1,0,1
rec-459-org,rec-459-dup-0,0.91,0.98,0,1,1,1,0,0,1,1,0,1
rec-1026-org,rec-1026-dup-0,0.91,0.98,1,0,1,0,1,1,0,0,0,1
rec-1685-org,rec-1685-dup-0,0.91,1,1,0.93,1,1,1,1,0,1,0,1
rec-4124-org,rec-4124-dup-0,0.91,1,1,0.98,1,0,1,1,1,0,0,1
rec-348-org,rec-348-dup-0,0.92,0.89,1,1,0.91,1,1,1,1,0,0,1
rec-201-org,rec-201-dup-0,0.92,0.94,1,0.97,1,1,1,1,1,1,0,1
rec-2642-org,rec-2642-dup-0,0.92,0.96,0.63,1,1,1,0,1,1,0,0,1
rec-728-org,rec-728-dup-0,0.92,1,0.65,1,1,0,1,1,1,0,0,1
rec-3214-org,rec-3214-dup-0,0.92,1,0.65,1,1,1,1,1,0,0,0,1
rec-9815-org,rec-9815-dup-0,0.92,1,0.82,1,1,0,0.98,0,0,1,0,1
rec-2994-org,rec-2994-dup-2,0.92,1,1,0.87,1,1,1,1,0,1,0,1
rec-327-org,rec-327-dup-0,0.92,1,1,1,1,1,0.81,1,1,1,0,1
rec-413-dup-1,rec-1194-org,0.93,0,0.63,0.66,0.76,1,0.91,0,0,0,0,0
rec-8186-org,rec-8186-dup-0,0.93,0.89,1,0.93,1,1,0.96,1,1,1,0,1
rec-2303-org,rec-2303-dup-0,0.93,0.89,1,0.98,1,0,0.9,1,1,1,0,1
rec-1761-org,rec-1761-dup-0,0.93,0.95,1,1,1,0,0.91,1,0,1,0,1
rec-1048-org,rec-1048-dup-0,0.93,0.96,1,0.92,1,1,1,0,1,1,0,1
rec-3943-org,rec-3943-dup-0,0.93,1,0.91,1,1,0,0,1,1,1,0,1
rec-2313-org,rec-2313-dup-0,0.93,1,1,0.61,1,0,1,1,0,1,0,1
rec-1022-org,rec-1022-dup-0,0.93,1,1,1,0.66,0,1,0,1,1,0,1
rec-2158-org,rec-2158-dup-1,0.93,1,1,1,0.91,0,1,1,1,1,0,1
rec-1350-org,rec-1350-dup-1,0.93,1,1,1,0.91,1,1,1,0,1,0,1
rec-1148-org,rec-1148-dup-0,0.93,1,1,1,1,0,0.91,1,1,1,0,1
rec-1784-dup-0,rec-1315-org,0.94,0.62,0.6,0.64,0.64,1,0.75,0,0,0,0,0
rec-2264-org,rec-2264-dup-1,0.94,0.88,1,0.95,1,1,0.96,1,1,1,0,1
rec-2460-org,rec-2460-dup-0,0.94,0.89,1,1,0.83,1,1,1,1,0,0,1
rec-59-org,rec-59-dup-0,0.94,0.96,0.7,1,1,1,1,0,1,1,0,1
rec-439-org,rec-439-dup-0,0.94,1,1,0.96,1,0,1,0,0,1,0,1
rec-969-org,rec-969-dup-0,0.94,1,1,1,1,1,0.87,1,1,1,0,1
rec-903-org,rec-903-dup-0,0.95,0.93,0.91,1,1,1,0,0,1,1,0,1
rec-46-org,rec-46-dup-0,0.95,1,0.65,1,0.89,1,1,0,1,1,0,1
rec-1091-org,rec-1091-dup-0,0.95,1,0.82,1,0.79,1,1,1,1,0,0,1
rec-4294-org,rec-4294-dup-0,0.95,1,0.91,0.53,1,1,1,1,1,0,0,1
rec-3985-org,rec-3985-dup-0,0.95,1,1,1,0.52,0,1,0,1,1,0,1
rec-2750-org,rec-2750-dup-0,0.96,1,0.6,1,0.92,1,1,1,1,1,0,1
rec-1633-dup-1,rec-1633-dup-0,0.96,1,0.78,0.94,1,1,1,1,1,0,0,1
rec-2468-dup-1,rec-2468-dup-0,0.97,1,0.78,1,1,1,1,0,1,0,0,1
rec-2106-org,rec-1981-org,1,0,0.8,0.63,0.64,1,0.89,0,0,0,0,0
rec-1020-dup-1,rec-1020-dup-0,1,0.81,1,1,0.79,1,0,1,0,1,0,1
rec-3756-dup-2,rec-3756-dup-1,1,0.91,1,1,1,0,0,0,0,1,0,1
rec-2098-dup-1,rec-2098-dup-0,1,0.92,0.82,0.98,1,1,0,0,0,1,0,1
rec-3710-dup-2,rec-3710-dup-0,1,0.93,0.91,1,1,0,1,0,0,0,0,1
rec-2426-org,rec-1055-dup-0,0.61,0.68,0.82,0.55,0.52,0,0.74,0,0,0,0,0
rec-2391-org,rec-1878-dup-1,0.63,0.55,0.65,0.61,0.52,1,0.89,0,0,0,0,0
rec-2957-dup-0,rec-2054-org,0.65,0.7,0.6,0,0.52,1,0.78,0,0,0,0,0
rec-1596-dup-0,rec-1398-org,0.67,0.91,0,0.6,0.64,0,0.81,0,0,0,0,0
rec-812-org,rec-1530-org,0.7,0.89,0.7,0.59,0.79,1,0.74,0,0,0,0,0
rec-3566-org,rec-3566-dup-0,0.7,1,0,1,1,1,0,1,1,0,0,1
rec-4549-org,rec-4549-dup-0,0.7,1,1,0,1,0,1,1,0,1,0,1
rec-1950-org,rec-1950-dup-1,0.7,1,1,1,1,1,1,0,0,1,0,1
rec-3008-org,rec-3008-dup-0,0.72,1,1,1,0.48,1,1,0,1,1,0,1
rec-12777-org,rec-12777-dup-0,0.75,1,1,1,1,0,1,0,1,1,0,1
rec-1374-org,rec-1374-dup-0,0.75,1,1,1,1,1,1,0,0,1,0,1
rec-3637-org,rec-3637-dup-1,0.76,0.95,0.7,1,1,1,0.91,0,1,1,0,1
rec-956-org,rec-2470-dup-1,0.78,0.6,0.65,0.58,0.64,1,0.74,0,0,0,0,0
rec-210-org,rec-210-dup-0,0.78,1,1,1,1,1,0.93,1,1,1,0,1
rec-4330-org,rec-4330-dup-0,0.8,1,0.65,1,1,1,0.93,1,1,1,0,1
rec-608-dup-1,rec-608-dup-0,0.83,0.98,0.91,0.66,1,0,0.91,1,1,0,0,1
rec-3296-org,rec-3296-dup-0,0.84,1,1,1,0.92,0,1,1,1,1,0,1
rec-3391-org,rec-3391-dup-0,0.86,0.91,0.7,0.99,1,1,1,1,1,1,0,1
rec-2946-org,rec-2344-dup-0,0.87,0.97,0.58,0.66,0.64,1,0,0,0,0,0,0
rec-703-dup-0,rec-1342-dup-0,0.89,0.56,0.91,0.58,0.52,1,0.75,0,0,0,0,0
rec-1762-org,rec-1619-org,0.89,0.64,0.6,0.62,0.64,1,0.81,0,0,0,0,0
rec-488-dup-1,rec-488-dup-0,0.89,1,0.78,0,0.64,0,1,0,1,1,0,1
rec-3064-org,rec-3064-dup-0,0.89,1,1,1,1,0,0.84,1,1,1,0,1
rec-3153-org,rec-3153-dup-2,0.91,0,0.65,1,1,1,1,0,1,0,0,1
rec-570-dup-0,rec-549-dup-0,0.91,0.8,0.61,0.52,0.64,1,0.69,0,0,0,0,0
rec-811-org,rec-811-dup-0,0.91,0.93,1,0.99,0.8,0,0,1,0,1,0,1
rec-2937-dup-1,rec-2937-dup-0,0.91,0.96,0.82,1,1,1,0.91,1,1,0,0,1
rec-1065-org,rec-1065-dup-0,0.91,1,0.6,1,1,1,0.96,1,1,1,0,1
rec-3625-org,rec-3625-dup-0,0.91,1,0.65,1,1,0,1,1,1,1,0,1
rec-3870-org,rec-3870-dup-2,0.91,1,0.65,1,1,1,1,1,0,1,0,1
rec-187-org,rec-187-dup-0,0.91,1,0.96,0,1,1,1,0,1,1,0,1
rec-1889-org,rec-1889-dup-0,0.91,1,1,0.97,0.79,1,1,0,1,1,0,1
rec-3134-org,rec-3134-dup-0,0.92,0.94,0.7,0,1,0,1,0,1,1,0,1
rec-272-org,rec-272-dup-0,0.92,0.94,0.75,1,1,1,1,1,1,1,0,1
rec-2061-org,rec-2061-dup-0,0.92,0.95,1,1,1,0,0.79,1,0,1,0,1
rec-4508-org,rec-4508-dup-0,0.92,1,0.8,0.91,1,1,1,1,1,1,0,1
rec-838-org,rec-838-dup-0,0.92,1,0.82,1,1,1,0.81,0,1,0,0,1
rec-4286-org,rec-4286-dup-0,0.92,1,0.91,1,1,0,0.97,1,1,1,0,1
rec-4935-org,rec-4935-dup-0,0.92,1,1,0.95,1,0,0.84,1,0,1,0,1
rec-1882-org,rec-1882-dup-1,0.93,0.88,1,0.95,1,1,1,1,1,0,0,1
rec-8655-org,rec-8655-dup-0,0.93,0.93,0.75,1,1,1,1,0,1,1,0,1
rec-730-org,rec-730-dup-0,0.93,0.93,1,0.95,1,1,1,1,1,1,0,1
rec-1328-org,rec-1328-dup-0,0.93,0.94,0.65,0.81,1,1,1,1,1,1,0,1
rec-1100-org,rec-1100-dup-2,0.93,0.98,1,1,1,1,1,1,1,1,0,1
rec-1786-org,rec-1786-dup-0,0.93,1,0,0.93,1,1,1,0,0,1,0,1
rec-1277-org,rec-1277-dup-0,0.93,1,0.94,0,1,1,0.84,1,1,1,0,1
rec-1336-dup-1,rec-1336-dup-0,0.93,1,1,0.91,1,0,0.96,0,0,0,0,1
rec-983-org,rec-983-dup-0,0.93,1,1,0.93,0.94,1,0.89,1,1,1,0,1
rec-108-org,rec-108-dup-0,0.93,1,1,0.93,1,1,1,0,1,1,0,1
rec-674-org,rec-674-dup-1,0.93,1,1,0.95,1,1,0.98,0,1,1,0,1
rec-2715-org,rec-2715-dup-1,0.93,1,1,1,1,1,0.93,1,1,1,0,1
rec-122-org,rec-122-dup-0,0.94,0,1,1,0.89,1,0,0,1,0,0,1
rec-10126-org,rec-10126-dup-0,0.94,0.98,1,0.94,1,0,1,1,1,0,0,1
rec-2815-org,rec-2815-dup-0,0.94,1,1,0.97,0.91,1,1,0,1,1,0,1
rec-980-org,rec-645-dup-1,0.95,0.54,0,0.69,0.52,1,0.81,0,0,0,0,0
rec-2682-org,rec-2682-dup-1,0.95,0.85,1,1,1,1,0,1,1,1,0,1
rec-303-org,rec-303-dup-0,0.95,0.88,1,1,1,1,0.88,1,1,1,0,1
rec-1410-org,rec-1410-dup-1,0.95,0.98,0.78,0.95,1,1,1,1,1,1,0,1
rec-510-org,rec-510-dup-1,0.95,1,0.6,1,1,1,1,1,1,0,0,1
rec-2653-org,rec-2653-dup-1,0.95,1,1,1,1,0,1,0,0,1,0,1
rec-0-org,rec-0-dup-0,0.95,1,1,1,1,1,0,1,1,0,0,1
rec-576-dup-1,rec-576-dup-0,0.98,1,0.65,0.91,1,0,1,0,1,1,0,1
rec-980-org,rec-645-org,1,0.54,0,0.69,0.52,1,0.81,0,0,0,0,0
rec-729-dup-1,rec-2765-dup-0,1,0.57,0.65,0.76,0.52,1,0.79,0,0,0,0,0
rec-3762-dup-1,rec-3762-dup-0,1,0.81,0.82,0.94,1,1,0,1,1,0,0,1
rec-3657-dup-1,rec-3657-dup-0,1,0.91,1,0.96,1,1,0,1,0,1,0,1
rec-3927-dup-2,rec-3927-dup-0,1,0.93,1,0.99,0.92,0,1,1,0,1,0,1
rec-462-dup-1,rec-462-dup-0,1,0.94,0.75,0.99,1,1,1,0,0,1,0,1
rec-1304-dup-1,rec-1304-dup-0,1,1,0.65,0.91,0.49,0,1,0,1,1,0,1
rec-1608-dup-1,rec-1608-dup-0,1,1,0.65,1,0.91,1,1,1,0,0,0,1
rec-707-dup-2,rec-707-dup-1,1,1,0.7,0.88,1,0,0.93,0,0,0,0,1
rec-1202-dup-1,rec-1202-dup-0,1,1,0.8,1,0.81,1,0.98,1,1,1,0,1
rec-2000-dup-1,rec-2000-dup-0,1,1,1,1,1,1,0,1,1,0,0,1
rec-940-dup-1,rec-477-dup-0,0,0,0.58,0.64,0.64,1,0.79,0,0,0,0,0
rec-57-org,rec-1567-dup-1,0.56,0.56,0.7,0.56,0.68,1,0.84,0,0,0,0,0
rec-812-org,rec-1530-dup-0,0.57,0.68,0.7,0.59,0.79,1,0,0,0,0,0,0
rec-733-dup-0,rec-265-dup-0,0.64,0.8,0.82,0.65,0.64,1,0,0,0,0,0,0
rec-4456-org,rec-4456-dup-0,0.64,1,1,1,1,0,0.86,1,1,0,0,1
rec-3511-org,rec-3511-dup-0,0.74,1,1,0.91,1,1,1,0,1,1,0,1
rec-585-dup-0,rec-1302-org,0.75,0.9,0,0.61,0.81,1,0.75,0,0,0,0,0
rec-370-org,rec-370-dup-0,0.78,1,0.65,1,1,1,1,0,1,1,0,1
rec-1729-org,rec-1729-dup-0,0.79,0.94,1,1,1,1,0.96,0,1,1,0,1
rec-531-dup-0,rec-185-org,0.79,1,0.6,0.54,0.52,1,0.79,0,0,0,0,0
rec-179-org,rec-179-dup-0,0.82,1,1,1,1,1,1,1,0,0,0,1
rec-426-org,rec-426-dup-0,0.84,1,1,1,1,0,0.91,1,1,1,0,1
rec-17041-org,rec-17041-dup-0,0.85,1,1,1,0.79,1,0.91,0,0,1,0,1
rec-3280-org,rec-3280-dup-0,0.87,0,1,1,1,0,1,1,1,0,0,1
rec-774-org,rec-1710-org,0.87,0.64,0.6,0.72,0.64,1,0.81,0,0,0,0,0
rec-2951-org,rec-2565-org,0.87,0.85,0.82,0.6,0.64,1,0.81,0,0,0,0,0
rec-194-org,rec-194-dup-0,0.87,1,0.6,0.95,1,1,0,1,1,1,0,1
rec-280-dup-1,rec-280-dup-0,0.87,1,1,0.95,1,0,1,1,1,1,0,1
rec-25-org,rec-1878-org,0.9,0.59,0.63,0.7,0.68,1,0.79,0,0,0,0,0
rec-534-org,rec-534-dup-0,0.9,0.96,1,1,0.91,0,1,1,1,1,0,1
rec-3914-org,rec-3914-dup-1,0.9,1,0.8,1,1,1,0.96,0,1,1,0,1
rec-53-org,rec-53-dup-0,0.9,1,1,0,1,1,0.93,0,0,0,0,1
rec-2540-org,rec-2540-dup-0,0.9,1,1,0.98,1,1,1,0,1,0,0,1
rec-13948-org,rec-13948-dup-0,0.9,1,1,1,0.49,1,1,1,1,0,0,1
rec-2588-org,rec-2588-dup-0,0.9,1,1,1,1,0,0.88,0,1,1,0,1
rec-2133-dup-1,rec-2133-dup-0,0.9,1,1,1,1,1,0.88,0,0,1,0,1
rec-1642-org,rec-1642-dup-0,0.91,0.79,1,0.95,1,1,1,1,1,1,0,1
rec-1737-org,rec-1737-dup-0,0.91,0.92,1,0.97,1,1,0.96,0,0,1,0,1
rec-2595-org,rec-2595-dup-0,0.91,0.94,1,0.95,0,1,1,0,1,1,0,1
rec-1436-org,rec-1436-dup-0,0.91,0.94,1,1,1,1,0,1,1,0,0,1
rec-2078-org,rec-2078-dup-1,0.91,0.97,0.58,1,1,1,1,1,1,1,0,1
rec-977-org,rec-977-dup-0,0.91,1,0,0,1,1,0.79,1,1,1,0,1
rec-1435-org,rec-1435-dup-0,0.91,1,0.94,0,1,1,1,1,1,0,0,1
rec-1907-org,rec-1907-dup-0,0.92,0.9,0,0.95,0.94,1,0,0,1,1,0,1
rec-3236-org,rec-3236-dup-0,0.92,0.91,1,1,1,1,0,0,0,0,0,1
rec-1932-org,rec-1932-dup-0,0.92,0.93,1,0.55,1,1,1,1,1,1,0,1
rec-6103-org,rec-6103-dup-0,0.92,0.97,0.6,1,1,1,1,0,0,1,0,1
rec-936-org,rec-936-dup-0,0.92,1,0.82,0.94,1,1,1,1,1,1,0,1
rec-2629-org,rec-2629-dup-0,0.92,1,0.94,0.96,1,1,1,0,1,1,0,1
rec-595-org,rec-595-dup-0,0.92,1,1,0.91,1,0,1,1,1,0,0,1
rec-1488-org,rec-1488-dup-0,0.92,1,1,0.97,1,1,1,1,0,1,0,1
rec-1697-org,rec-1697-dup-0,0.93,0.87,0.6,1,1,1,1,1,1,1,0,1
rec-617-org,rec-617-dup-0,0.93,0.87,1,0,0,0,1,0,0,1,0,1
rec-4144-org,rec-4144-dup-0,0.93,0.87,1,1,1,1,0,1,1,1,0,1
rec-845-org,rec-845-dup-0,0.93,1,0.65,0,1,1,1,1,0,1,0,1
rec-1698-org,rec-1698-dup-0,0.93,1,0.65,0.95,0.95,1,1,0,0,1,0,1
rec-558-org,rec-558-dup-0,0.93,1,0.82,0.93,0.95,1,0,0,1,1,0,1
rec-2406-org,rec-2406-dup-0,0.93,1,1,0.9,1,1,0.93,0,1,1,0,1
rec-1461-org,rec-1461-dup-0,0.93,1,1,0.96,1,1,0.88,1,1,1,0,1
rec-272-org,rec-272-dup-1,0.93,1,1,1,0.81,1,1,0,1,1,0,1
rec-3828-org,rec-3828-dup-0,0.93,1,1,1,0.89,0,0.91,0,1,1,0,1
rec-11092-org,rec-11092-dup-0,0.94,0.94,1,0.57,1,1,0,0,1,1,0,1
rec-3041-dup-1,rec-3041-dup-0,0.94,0.97,1,1,1,1,0.88,0,1,1,0,1
rec-236-org,rec-236-dup-0,0.94,1,1,0,1,1,0.91,1,1,0,0,1
rec-1572-org,rec-1572-dup-1,0.94,1,1,0.65,0.92,1,1,0,1,1,0,1
rec-959-org,rec-959-dup-0,0.95,0.93,1,1,1,1,0.96,1,1,1,0,1
rec-2567-org,rec-2567-dup-0,0.95,0.97,1,1,1,1,0.92,1,0,1,0,1
rec-1846-org,rec-1846-dup-0,0.95,1,1,0.71,1,1,1,0,1,0,0,1
rec-1744-dup-2,rec-1744-dup-0,0.96,1,0.91,0.9,1,0,1,0,1,1,0,1
rec-277-dup-1,rec-277-dup-0,1,0.88,0,0.7,1,1,0.96,1,0,0,0,1
rec-3827-dup-1,rec-3827-dup-0,1,0.96,1,0.93,1,0,0.98,0,0,0,0,1
rec-181-dup-2,rec-181-dup-0,1,1,0.65,1,0.68,0,1,0,0,1,0,1
rec-2520-dup-1,rec-2520-dup-0,1,1,0.8,0.92,1,1,1,0,1,1,0,1
rec-1737-dup-1,rec-1737-dup-0,1,1,0.91,0,0.79,1,0,0,1,1,0,1
rec-3386-dup-1,rec-3386-dup-0,1,1,1,1,0.81,0,0.98,1,1,0,0,1
rec-2176-org,rec-1124-dup-0,0.6,0,0.58,0.65,0.64,1,0,0,0,0,0,0
rec-2644-dup-0,rec-2188-org,0.65,0.79,0.6,0.57,0.64,1,0.75,0,0,0,0,0
rec-2571-dup-0,rec-2493-org,0.65,0.83,0,0,0.64,1,0,0,0,0,0,0
rec-2491-dup-1,rec-1025-org,0.65,1,0.87,0,0.79,1,0.79,0,0,0,0,0
rec-373-dup-1,rec-2875-dup-0,0.68,0.53,0.65,0.69,0.64,0,0.81,0,0,0,0,0
rec-993-org,rec-2704-org,0.69,0.66,1,0.71,0.79,1,0.79,0,0,0,0,0
rec-2163-dup-1,rec-1636-dup-0,0.69,0.91,0.72,0.6,0,0,0.74,0,0,0,0,0
rec-2559-dup-0,rec-1423-dup-0,0.71,0.6,0.6,0,0.76,1,0,0,0,0,0,0
rec-2176-org,rec-1124-org,0.77,0,0.6,0.65,0.64,1,0,0,0,0,0,0
rec-2424-org,rec-2424-dup-0,0.78,1,1,1,0.79,1,1,1,1,1,0,1
rec-943-org,rec-943-dup-0,0.81,1,1,0.95,1,1,0.96,0,1,0,0,1
rec-2545-dup-0,rec-1552-dup-0,0.82,0.62,0.65,0.65,0.52,0,0.86,0,0,0,0,0
rec-186-org,rec-186-dup-0,0.83,1,0.91,1,1,1,1,0,1,1,0,1
rec-1555-org,rec-1555-dup-0,0.84,1,1,1,0.49,1,1,1,1,0,0,1
rec-758-org,rec-758-dup-0,0.84,1,1,1,1,1,0.93,1,1,1,0,1
rec-551-org,rec-551-dup-0,0.87,0.96,1,0.95,1,1,1,0,1,1,0,1
rec-900-org,rec-900-dup-0,0.87,1,0.82,1,1,1,1,1,1,0,0,1
rec-3639-org,rec-3639-dup-0,0.87,1,1,0.9,1,1,1,1,1,1,0,1
rec-3361-org,rec-3361-dup-0,0.88,0.94,1,1,1,0,1,1,0,0,0,1
rec-504-dup-1,rec-504-dup-0,0.88,0.95,1,1,0.79,1,1,0,1,1,0,1
rec-25-org,rec-2347-org,0.88,1,0.63,0.59,0.68,1,0,0,0,0,0,0
rec-900-dup-1,rec-900-dup-0,0.89,1,0.7,1,1,1,1,1,0,0,0,1
rec-2468-org,rec-2468-dup-0,0.89,1,1,1,1,1,1,0,1,0,0,1
rec-2315-org,rec-2315-dup-0,0.9,0.89,0.78,0.97,1,1,1,1,1,1,0,1
rec-6285-org,rec-6285-dup-0,0.9,0.92,0.94,1,1,1,0.96,0,1,0,0,1
rec-782-org,rec-782-dup-0,0.9,1,0.6,1,0.81,1,1,1,1,0,0,1
rec-2380-org,rec-2380-dup-0,0.9,1,0.65,1,1,1,1,0,1,1,0,1
rec-715-org,rec-715-dup-0,0.9,1,1,0.87,1,1,1,1,1,0,0,1
rec-3287-org,rec-3287-dup-0,0.91,0.91,1,1,1,1,1,1,1,0,0,1
rec-2156-org,rec-2156-dup-0,0.91,0.97,1,0.95,0.95,0,1,1,1,1,0,1
rec-1469-org,rec-1469-dup-0,0.91,1,0.7,0.99,1,1,0.96,1,1,1,0,1
rec-2895-dup-1,rec-2895-dup-0,0.91,1,0.91,1,0.88,0,0,1,0,1,0,1
rec-9906-org,rec-9906-dup-0,0.91,1,0.91,1,1,1,0.88,1,1,1,0,1
rec-2738-org,rec-2738-dup-0,0.91,1,1,0.91,1,0,1,1,1,1,0,1
rec-885-org,rec-885-dup-0,0.91,1,1,0.91,1,1,1,1,0,1,0,1
rec-297-org,rec-297-dup-0,0.91,1,1,0.92,1,0,0.96,0,1,1,0,1
rec-1265-org,rec-1265-dup-0,0.91,1,1,0.98,0.83,1,0.93,0,1,1,0,1
rec-1429-org,rec-1429-dup-1,0.91,1,1,1,0.8,1,1,0,1,1,0,1
rec-2134-org,rec-2134-dup-0,0.91,1,1,1,0.83,1,1,1,0,1,0,1
rec-3572-org,rec-3572-dup-0,0.92,0.84,1,0.99,1,1,1,0,1,1,0,1
rec-2717-org,rec-2717-dup-0,0.92,0.93,1,1,1,1,0.93,0,1,0,0,1
rec-3874-org,rec-3874-dup-0,0.92,0.95,1,1,1,0,0,0,0,1,0,1
rec-1061-org,rec-1061-dup-1,0.92,0.97,0.8,0.97,1,0,0.91,1,1,1,0,1
